address,expression,operation,bitwidth,numConstantOperands,firstOperandConst,secondOperandConst,numPowerOfTwoOperands,firstOperandPowerOfTwo,secondOperandPowerOfTwo,numIdentityOperands,firstOperandIdentity,secondOperandIdentity,numZeroElementOperands,firstOperandZeroElem,secondOperandZeroElem,numPossibleFirstOperand,numPossibleSecondOperand,serializedFirstOperandFormula,serializedSecondOperandFormula
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0xc>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefda0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0xb>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefda8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0xa>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdb0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x9>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdb8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x8>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdc0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x7>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdc8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x6>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdd0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x5>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdd8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x4>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefde0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x3>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefde8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x2>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdf0>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x1>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefdf8>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Sub64(t1,0x0000000000000001)",Iop_Sub64,64,2,<BV64 0x0>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x40150a,"Add64(t3,t0)",Iop_Add64,64,2,<BV64 0x7fffffffffefe00>,<BV64 0x8>,0,False,False,0,False,False,0,False,False,None,None,,
0x40150d,"Add64(t36,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x401514,"Add64(t38,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x40151b,"Add64(t41,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x401522,"Add64(t5,t4)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x28>,0,False,False,0,False,False,0,False,False,None,None,,
0x401526,"Add64(t43,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x40152d,"Add64(t46,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x401534,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x50>,0,False,False,0,False,False,0,False,False,None,None,,
0x401538,"Add64(t48,0xfffffffffffffe40)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551168,0,False,False,0,False,False,0,False,False,None,None,,
0x40153f,"Add64(t51,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x401546,"Add64(t15,t14)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x78>,0,False,False,0,False,False,0,False,False,None,None,,
0x40154a,"Add64(t53,0xfffffffffffffe48)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551176,0,False,False,0,False,False,0,False,False,None,None,,
0x401551,"Add64(t56,0xfffffffffffffe20)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551136,0,False,False,0,False,False,0,False,False,None,None,,
0x401558,"Add64(t59,0xfffffffffffffe50)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551184,0,False,False,0,False,False,0,False,False,None,None,,
0x40155f,"Add64(t62,0xfffffffffffffe20)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551136,0,False,False,0,False,False,0,False,False,None,None,,
0x401566,"Add64(t22,t21)",Iop_Add64,64,2,<BV64 0x7fffffffffeff60>,<BV64 0x28>,0,False,False,0,False,False,0,False,False,None,None,,
0x40156a,"Add64(t65,0xfffffffffffffe58)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551192,0,False,False,0,False,False,0,False,False,None,None,,
0x401571,"Add64(t68,0xfffffffffffffe18)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551128,0,False,False,0,False,False,0,False,False,None,None,,
0x401578,"Add64(t71,0xfffffffffffffe60)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551200,0,False,False,0,False,False,0,False,False,None,None,,
0x40157f,"Add64(t74,0xfffffffffffffe18)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551128,0,False,False,0,False,False,0,False,False,None,None,,
0x401586,"Add64(t29,t28)",Iop_Add64,64,2,<BV64 0x7fffffffffefec0>,<BV64 0x28>,0,False,False,0,False,False,0,False,False,None,None,,
0x40158a,"Add64(t77,0xfffffffffffffe68)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551208,0,False,False,0,False,False,0,False,False,None,None,,
0x401591,"Add64(t80,0xfffffffffffffe50)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551184,0,False,False,0,False,False,0,False,False,None,None,,
0x401598,"Add64(t83,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x4015aa,"Sub64(t89,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4015aa,"Sub64(t33,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4015af,"Add64(t5,0xfffffffffffffe60)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551200,0,False,False,0,False,False,0,False,False,None,None,,
0x4015b6,"Add64(t8,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x4015c8,"Sub64(t14,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4015c8,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4015cd,"Add64(t5,0xfffffffffffffe58)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551192,0,False,False,0,False,False,0,False,False,None,None,,
0x4015d4,"Add64(t8,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x4015e1,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4015e1,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4001ad,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001b1,"Sub64(t4,t3)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc10>,<BV64 0x10>,0,False,False,0,False,False,0,False,False,None,None,,
0x4001b5,"Add64(t16,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x4001b9,"Add64(t19,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x4001bd,"Add64(t22,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x4001c1,"Add64(t25,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x4001c5,"Add64(t28,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x4001cf,"Sub64(t33,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc00>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001cf,"Sub64(t10,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbf8>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4001d5,"Add64(t0,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001d6,"Add64(t2,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001d6,"Sub64(t4,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4015e6,"Add64(t5,0xfffffffffffffe68)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551208,0,False,False,0,False,False,0,False,False,None,None,,
0x4015ed,"Add64(t8,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x4015fa,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4015fa,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4015ff,"Add64(t6,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x401606,"Add64(t9,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x40160d,"Add64(t12,0xfffffffffffffe40)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551168,0,False,False,0,False,False,0,False,False,None,None,,
0x40161a,"Sub64(t17,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x40161a,"Sub64(t3,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x400206,"Sub64(t15,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x40020a,"Sub64(t4,t3)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc10>,<BV64 0xe0>,0,False,False,0,False,False,0,False,False,None,None,,
0x400211,"Add64(t18,0xffffffffffffff38)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551416,0,False,False,0,False,False,0,False,False,None,None,,
0x400218,"Add64(t21,0xffffffffffffff30)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551408,0,False,False,0,False,False,0,False,False,None,None,,
0x40021f,"Add64(t24,0xffffffffffffff28)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551400,0,False,False,0,False,False,0,False,False,None,None,,
0x400226,"Add64(0x0000000000000028,t27)",Iop_Add64,64,2,40,<BV64 0x710000>,0,False,False,0,False,False,0,False,False,None,None,,
0x40022f,"Add64(t30,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x400233,"Xor32(t12,t11)",Iop_Xor32,32,2,<BV32 0x0>,<BV32 0x0>,0,False,False,2,True,True,0,False,False,None,None,,
0x400235,"Add64(t40,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Add64(t5,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t2,t1)",Iop_Sub32,32,2,<BV32 0x0>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400241,"Add64(t25,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"And8(0x04,0x3f)",Iop_And8,8,2,4,63,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x0>,<BV8 4>,0,False,False,0,False,False,1,True,False,None,None,,
0x400247,"Sub8(t6,0x01)",Iop_Sub8,8,2,<BV8 4>,1,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"And8(t30,0x3f)",Iop_And8,8,2,<BV8 3>,63,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x0>,<BV8 3>,0,False,False,0,False,False,1,True,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x0>,<BV64 0x7fffffffffefc10>,0,False,False,1,True,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc10>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefb60>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add64(t40,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x0>,<BV32 0x1>,0,False,False,1,True,False,0,False,False,None,None,,
0x40026a,"Add64(t44,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x1>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x1>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x1>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x10>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefb70>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x1>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x2>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x2>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x2>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x20>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc30>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefb80>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x2>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x3>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
